"sector","Variable","year","value","group","value0","USAGDPDEFAISMEI","label","scaled"
4,"Total Industry Output",2013,673775.910438743,"Extrapolated",673775.910438744,97.3844273465615,"Coastal Industry Output [billion 2022$]",0.000838735049726247
4,"Total Industry Output",2014,803106.688488293,"Extrapolated",803106.688488293,99.0804906972909,"Coastal Industry Output [billion 2022$]",0.00098261620330608
4,"Total Industry Output",2016,818446.45371824,"Extrapolated",818446.453718241,100.950322501374,"Coastal Industry Output [billion 2022$]",0.000982836751582837
4,"Total Industry Output",2017,1010376.82091363,"Extrapolated",1010376.82091363,102.758144170279,"Coastal Industry Output [billion 2022$]",0.00119197171404655
6,"Total Industry Output",2018,4078083.39072006,"As recorded",4078083.39072006,105.112221863417,"Coastal Industry Output [billion 2022$]",0.00470328951767864
6,"Total Employement",2018,31.265588892,"As recorded",31.265588892,105.112221863417,"Coastal Employment [thousands]",0.031265588892
6,"Total Personal Income",2018,2665048.84962279,"As recorded",2665048.84962279,105.112221863417,"Coastal Personal Income [billion 2022$]",0.00307362432731401
6,"Total Industry Output",2019,3968469.80716335,"As recorded",3968469.80716335,106.876538692045,"Coastal Industry Output [billion 2022$]",0.00450131626170574
6,"Total Employement",2019,28.585821534,"As recorded",28.585821534,106.876538692045,"Coastal Employment [thousands]",0.028585821534
6,"Total Personal Income",2019,3937259.17887208,"As recorded",3937259.17887208,106.876538692045,"Coastal Personal Income [billion 2022$]",0.00446591498224735
6,"Total Industry Output",2020,5330876.53334938,"As recorded",5330876.53334938,108.287966074286,"Coastal Industry Output [billion 2022$]",0.00596784115049392
6,"Total Employement",2020,38.311172421,"As recorded",38.311172421,108.287966074286,"Coastal Employment [thousands]",0.038311172421
6,"Total Personal Income",2020,3544274.51414898,"As recorded",3544274.51414898,108.287966074286,"Coastal Personal Income [billion 2022$]",0.00396776536876489
6,"Total Industry Output",2021,5364618.24753181,"As recorded",5364618.24753181,113.252692384595,"Coastal Industry Output [billion 2022$]",0.00574234279235685
6,"Total Employement",2021,28.422515824,"As recorded",28.422515824,113.252692384595,"Coastal Employment [thousands]",0.028422515824
6,"Total Personal Income",2021,1880079.69776514,"As recorded",1880079.69776514,113.252692384595,"Coastal Personal Income [billion 2022$]",0.00201245673100509
6,"Total Industry Output",2022,4988297.70638365,"As recorded",4988297.70638365,121.226851906731,"Coastal Industry Output [billion 2022$]",0.00498829770638365
6,"Total Employement",2022,19.945842047,"As recorded",19.945842047,121.226851906731,"Coastal Employment [thousands]",0.019945842047
6,"Total Personal Income",2022,2068657.17662625,"As recorded",2068657.17662625,121.226851906731,"Coastal Personal Income [billion 2022$]",0.00206865717662625
6,"Total Personal Income",2012,1060970.5781908,"Extrapolated",1060970.57819078,95.7547924993229,"Coastal Personal Income [billion 2022$]",0.00134320298548654
6,"Total Personal Income",2015,1514854.5123637,"Extrapolated",1514854.51236368,100,"Coastal Personal Income [billion 2022$]",0.00183641043630557
6,"Total Personal Income",2018,2665048.84962279,"Extrapolated",2665048.84962277,105.112221863417,"Coastal Personal Income [billion 2022$]",0.00307362432731401
6,"Total Personal Income",2011,1280893.30095384,"Extrapolated",1280893.30095382,94.0042733837922,"Coastal Personal Income [billion 2022$]",0.00165182557040888
6,"Total Personal Income",2013,1846927.88167282,"Extrapolated",1846927.8816728,97.3844273465615,"Coastal Personal Income [billion 2022$]",0.00229910735108788
6,"Total Personal Income",2014,2129550.30315647,"Extrapolated",2129550.30315645,99.0804906972909,"Coastal Personal Income [billion 2022$]",0.00260554502114252
6,"Total Personal Income",2016,1635510.26476765,"Extrapolated",1635510.26476763,100.950322501374,"Coastal Personal Income [billion 2022$]",0.00196401314771657
6,"Total Personal Income",2017,2328302.61863515,"Extrapolated",2328302.61863513,102.758144170279,"Coastal Personal Income [billion 2022$]",0.00274676814205228
6,"Total Employement",2012,16.9608429977426,"Extrapolated",16.9601591870679,95.7547924993229,"Coastal Employment [thousands]",0.0169608429977426
6,"Total Employement",2015,14.1743833346375,"Extrapolated",14.1736995239628,100,"Coastal Employment [thousands]",0.0141743833346375
6,"Total Employement",2018,31.265588892,"Extrapolated",31.2649050813253,105.112221863417,"Coastal Employment [thousands]",0.031265588892
6,"Total Employement",2011,16.4798572040069,"Extrapolated",16.4791733933322,94.0042733837922,"Coastal Employment [thousands]",0.0164798572040069
6,"Total Employement",2013,13.4587734980468,"Extrapolated",13.4580896873721,97.3844273465615,"Coastal Employment [thousands]",0.0134587734980468
6,"Total Employement",2014,14.0955167667054,"Extrapolated",14.0948329560307,99.0804906972909,"Coastal Employment [thousands]",0.0140955167667054
6,"Total Employement",2016,20.8346449446736,"Extrapolated",20.833961133999,100.950322501374,"Coastal Employment [thousands]",0.0208346449446736
6,"Total Employement",2017,18.9028699940645,"Extrapolated",18.9021861833898,102.758144170279,"Coastal Employment [thousands]",0.0189028699940645
6,"Total Industry Output",2012,2697132.90739834,"Extrapolated",2697132.90739835,95.7547924993229,"Coastal Industry Output [billion 2022$]",0.00341460644427026
6,"Total Industry Output",2015,2496348.60956638,"Extrapolated",2496348.60956639,100,"Coastal Industry Output [billion 2022$]",0.00302624483199478
6,"Total Industry Output",2018,4078083.39072006,"Extrapolated",4078083.39072007,105.112221863417,"Coastal Industry Output [billion 2022$]",0.00470328951767864
6,"Total Industry Output",2011,3141011.97063084,"Extrapolated",3141011.97063084,94.0042733837922,"Coastal Industry Output [billion 2022$]",0.00405061365078947
6,"Total Industry Output",2013,2695392.51516034,"Extrapolated",2695392.51516034,97.3844273465615,"Coastal Industry Output [billion 2022$]",0.00335529979657872
6,"Total Industry Output",2014,2809032.33774733,"Extrapolated",2809032.33774734,99.0804906972909,"Coastal Industry Output [billion 2022$]",0.00343690412525001
6,"Total Industry Output",2016,3044429.60170746,"Extrapolated",3044429.60170746,100.950322501374,"Coastal Industry Output [billion 2022$]",0.00365592310476903
6,"Total Industry Output",2017,3024152.92456915,"Extrapolated",3024152.92456916,102.758144170279,"Coastal Industry Output [billion 2022$]",0.00356768353195004
10,"Total Industry Output",2018,916652.267820008,"As recorded",916652.267820008,105.112221863417,"Coastal Industry Output [billion 2022$]",0.00105718313961033
10,"Total Employement",2018,19.960172618,"As recorded",19.960172618,105.112221863417,"Coastal Employment [thousands]",0.019960172618
10,"Total Personal Income",2018,746078.191982618,"As recorded",746078.191982618,105.112221863417,"Coastal Personal Income [billion 2022$]",0.000860458554551748
10,"Total Industry Output",2019,882371.64897689,"As recorded",882371.64897689,106.876538692045,"Coastal Industry Output [billion 2022$]",0.00100084769329437
10,"Total Employement",2019,19.575792628,"As recorded",19.575792628,106.876538692045,"Coastal Employment [thousands]",0.019575792628
10,"Total Personal Income",2019,1132652.38111515,"As recorded",1132652.38111515,106.876538692045,"Coastal Personal Income [billion 2022$]",0.00128473362019042
10,"Total Industry Output",2020,1184708.86388025,"As recorded",1184708.86388025,108.287966074286,"Coastal Industry Output [billion 2022$]",0.0013262648768902
10,"Total Employement",2020,31.246481464,"As recorded",31.246481464,108.287966074286,"Coastal Employment [thousands]",0.031246481464
10,"Total Personal Income",2020,1262940.65993533,"As recorded",1262940.65993533,108.287966074286,"Coastal Personal Income [billion 2022$]",0.00141384427004512
10,"Total Industry Output",2021,1191300.28224692,"As recorded",1191300.28224692,113.252692384595,"Coastal Industry Output [billion 2022$]",0.00127518012906896
10,"Total Employement",2021,22.779361401,"As recorded",22.779361401,113.252692384595,"Coastal Employment [thousands]",0.022779361401
10,"Total Personal Income",2021,493252.248901862,"As recorded",493252.248901862,113.252692384595,"Coastal Personal Income [billion 2022$]",0.000527982302859774
10,"Total Industry Output",2022,1109990.30736279,"As recorded",1109990.30736279,121.226851906731,"Coastal Industry Output [billion 2022$]",0.00110999030736279
10,"Total Employement",2022,13.90875392,"As recorded",13.90875392,121.226851906731,"Coastal Employment [thousands]",0.01390875392
10,"Total Personal Income",2022,710010.967731624,"As recorded",710010.967731624,121.226851906731,"Coastal Personal Income [billion 2022$]",0.000710010967731624
10,"Total Personal Income",2012,400510.580332811,"Extrapolated",400510.580332812,95.7547924993229,"Coastal Personal Income [billion 2022$]",0.000507051767768468
10,"Total Personal Income",2015,226772.963327213,"Extrapolated",226772.963327214,100,"Coastal Personal Income [billion 2022$]",0.000274909724417186
10,"Total Personal Income",2018,746078.191982618,"Extrapolated",746078.191982619,105.112221863417,"Coastal Personal Income [billion 2022$]",0.000860458554551748
10,"Total Personal Income",2011,457264.614280366,"Extrapolated",457264.614280367,94.0042733837922,"Coastal Personal Income [billion 2022$]",0.000589683295048072
10,"Total Personal Income",2013,788719.344736457,"Extrapolated",788719.344736458,97.3844273465615,"Coastal Personal Income [billion 2022$]",0.000981819843331618
10,"Total Personal Income",2014,1103800.38012102,"Extrapolated",1103800.38012102,99.0804906972909,"Coastal Personal Income [billion 2022$]",0.00135052061484373
10,"Total Personal Income",2016,211750.567561941,"Extrapolated",211750.567561942,100.950322501374,"Coastal Personal Income [billion 2022$]",0.000254282047436235
10,"Total Personal Income",2017,350290.122962983,"Extrapolated",350290.122962984,102.758144170279,"Coastal Personal Income [billion 2022$]",0.000413247720691186
10,"Total Employement",2012,19.5692678248108,"Extrapolated",19.5705334990217,95.7547924993229,"Coastal Employment [thousands]",0.0195692678248108
10,"Total Employement",2015,5.81171854450914,"Extrapolated",5.81298421872012,100,"Coastal Employment [thousands]",0.00581171854450914
10,"Total Employement",2018,19.960172618,"Extrapolated",19.961438292211,105.112221863417,"Coastal Employment [thousands]",0.019960172618
10,"Total Employement",2011,23.783345402787,"Extrapolated",23.784611076998,94.0042733837922,"Coastal Employment [thousands]",0.023783345402787
10,"Total Employement",2013,17.2020651349502,"Extrapolated",17.2033308091611,97.3844273465615,"Coastal Employment [thousands]",0.0172020651349502
10,"Total Employement",2014,20.0527375008978,"Extrapolated",20.0540031751088,99.0804906972909,"Coastal Employment [thousands]",0.0200527375008978
10,"Total Employement",2016,7.67041460779619,"Extrapolated",7.67168028200716,100.950322501374,"Coastal Employment [thousands]",0.00767041460779619
10,"Total Employement",2017,6.72503054403123,"Extrapolated",6.72629621824221,102.758144170279,"Coastal Employment [thousands]",0.00672503054403123
10,"Total Industry Output",2012,888809.109091687,"Extrapolated",888809.109091686,95.7547924993229,"Coastal Industry Output [billion 2022$]",0.00112524425596738
10,"Total Industry Output",2015,296493.359212017,"Extrapolated",296493.359212016,100,"Coastal Industry Output [billion 2022$]",0.000359429565485244
10,"Total Industry Output",2018,916652.267820008,"Extrapolated",916652.267820006,105.112221863417,"Coastal Industry Output [billion 2022$]",0.00105718313961033
10,"Total Industry Output",2011,955209.025229125,"Extrapolated",955209.025229123,94.0042733837922,"Coastal Industry Output [billion 2022$]",0.00123182679758247
10,"Total Industry Output",2013,913656.076355729,"Extrapolated",913656.076355727,97.3844273465615,"Coastal Industry Output [billion 2022$]",0.00113734457222715
10,"Total Industry Output",2014,1168748.63204704,"Extrapolated",1168748.63204704,99.0804906972909,"Coastal Industry Output [billion 2022$]",0.00142998602788747
10,"Total Industry Output",2016,358209.208310506,"Extrapolated",358209.208310505,100.950322501374,"Coastal Industry Output [billion 2022$]",0.000430157859544174
10,"Total Industry Output",2017,355875.792754484,"Extrapolated",355875.792754482,102.758144170279,"Coastal Industry Output [billion 2022$]",0.000419837302179658
11,"Total Industry Output",2018,719075.340065836,"As recorded",719075.340065836,105.112221863417,"Coastal Industry Output [billion 2022$]",0.000829315927440044
11,"Total Employement",2018,3.299552199,"As recorded",3.299552199,105.112221863417,"Coastal Employment [thousands]",0.003299552199
11,"Total Personal Income",2018,763117.230789697,"As recorded",763117.230789697,105.112221863417,"Coastal Personal Income [billion 2022$]",0.000880109828185587
11,"Total Industry Output",2019,498468.425472696,"As recorded",498468.425472696,106.876538692045,"Coastal Industry Output [billion 2022$]",0.000565397782660954
11,"Total Employement",2019,2.242841941,"As recorded",2.242841941,106.876538692045,"Coastal Employment [thousands]",0.002242841941
11,"Total Personal Income",2019,1033312.16986428,"As recorded",1033312.16986428,106.876538692045,"Coastal Personal Income [billion 2022$]",0.0011720549984361
11,"Total Industry Output",2020,600849.844263872,"As recorded",600849.844263872,108.287966074286,"Coastal Industry Output [billion 2022$]",0.000672642932814814
11,"Total Employement",2020,3.035486206,"As recorded",3.035486206,108.287966074286,"Coastal Employment [thousands]",0.003035486206
11,"Total Personal Income",2020,615257.909886993,"As recorded",615257.909886993,108.287966074286,"Coastal Personal Income [billion 2022$]",0.000688772559225549
11,"Total Industry Output",2021,439143.786041286,"As recorded",439143.786041286,113.252692384595,"Coastal Industry Output [billion 2022$]",0.000470064045236151
11,"Total Employement",2021,1.79636281,"As recorded",1.79636281,113.252692384595,"Coastal Employment [thousands]",0.00179636281
11,"Total Personal Income",2021,193117.694999719,"As recorded",193117.694999719,113.252692384595,"Coastal Personal Income [billion 2022$]",0.000206715175766405
11,"Total Industry Output",2022,560003.366943126,"As recorded",560003.366943126,121.226851906731,"Coastal Industry Output [billion 2022$]",0.000560003366943126
11,"Total Employement",2022,1.623503386,"As recorded",1.623503386,121.226851906731,"Coastal Employment [thousands]",0.001623503386
11,"Total Personal Income",2022,273769.667410299,"As recorded",273769.667410299,121.226851906731,"Coastal Personal Income [billion 2022$]",0.000273769667410299
11,"Total Personal Income",2012,363597.711868805,"Extrapolated",363597.711868803,95.7547924993229,"Coastal Personal Income [billion 2022$]",0.000460319581086842
